ad_format,ad_category,ad_creative,device_type,os_version,country,language,publisher_app,day_of_week,time_of_day,clicked
video,entertainment,creative_12,tablet,Android_11,BR,en,app_35,Sat,morning,0
interstitial,gaming,creative_9,smartphone,Android_11,DE,pt,app_20,Sat,morning,1
banner,finance,creative_5,tablet,iOS_15,UK,pt,app_41,Sat,evening,1
interstitial,gaming,creative_19,tablet,Android_13,IN,ja,app_1,Thu,afternoon,1
interstitial,gaming,creative_2,tablet,iOS_16,UK,es,app_20,Mon,afternoon,0
video,entertainment,creative_8,smartphone,iOS_15,BR,zh,app_41,Fri,evening,1
banner,finance,creative_9,smartphone,iOS_14,BR,en,app_49,Sat,morning,0
banner,gaming,creative_14,smartphone,Android_13,US,en,app_40,Mon,afternoon,0
video,travel,creative_14,smartphone,iOS_16,FR,fr,app_49,Thu,afternoon,0
banner,gaming,creative_4,smartphone,iOS_15,IN,ja,app_1,Sat,afternoon,1
interstitial,travel,creative_15,tablet,Android_13,CN,pt,app_15,Sun,morning,0
banner,finance,creative_15,tablet,Android_13,US,de,app_3,Mon,evening,1
video,gaming,creative_7,tablet,Android_11,UK,fr,app_25,Thu,afternoon,1
banner,travel,creative_2,tablet,Android_12,UK,zh,app_40,Fri,night,0
video,shopping,creative_19,tablet,iOS_15,JP,pt,app_21,Sun,night,1
video,entertainment,creative_11,smartphone,iOS_16,UK,de,app_24,Thu,night,1
interstitial,travel,creative_16,smartphone,Android_11,BR,ja,app_17,Sun,afternoon,0
interstitial,shopping,creative_16,tablet,iOS_16,BR,ja,app_6,Sun,morning,0
video,food,creative_4,smartphone,Android_12,UK,en,app_20,Thu,night,0
banner,gaming,creative_12,tablet,iOS_16,US,de,app_30,Tue,night,1
interstitial,finance,creative_14,tablet,Android_11,IN,de,app_3,Sun,afternoon,0
interstitial,finance,creative_12,smartphone,Android_11,DE,fr,app_23,Tue,morning,0
video,food,creative_2,smartphone,iOS_14,FR,en,app_48,Wed,afternoon,0
video,shopping,creative_12,tablet,iOS_15,CN,es,app_9,Mon,evening,1
video,travel,creative_18,smartphone,iOS_16,CN,de,app_25,Thu,night,1
video,shopping,creative_13,smartphone,iOS_15,FR,hi,app_49,Sat,night,0
video,food,creative_20,smartphone,Android_11,DE,fr,app_5,Fri,morning,1
banner,finance,creative_2,tablet,iOS_14,BR,hi,app_7,Sat,night,0
video,travel,creative_17,smartphone,Android_11,IN,de,app_8,Sun,afternoon,1
interstitial,food,creative_12,tablet,iOS_15,US,hi,app_37,Sun,morning,0
interstitial,travel,creative_4,smartphone,iOS_14,FR,pt,app_33,Wed,morning,0
banner,finance,creative_11,tablet,iOS_16,IN,ja,app_10,Sat,morning,0
interstitial,gaming,creative_11,smartphone,iOS_16,US,hi,app_31,Fri,afternoon,1
interstitial,finance,creative_6,smartphone,iOS_14,DE,fr,app_47,Sat,night,0
interstitial,entertainment,creative_6,smartphone,iOS_15,CN,de,app_13,Sun,evening,1
banner,finance,creative_6,tablet,iOS_15,FR,pt,app_21,Wed,afternoon,0
interstitial,food,creative_17,tablet,iOS_15,BR,de,app_46,Thu,night,0
banner,shopping,creative_15,smartphone,Android_13,CN,pt,app_19,Mon,night,0
interstitial,food,creative_13,smartphone,Android_12,BR,de,app_33,Sun,night,1
banner,finance,creative_16,tablet,Android_11,US,ja,app_19,Mon,night,0
video,gaming,creative_1,smartphone,iOS_14,IN,ja,app_12,Thu,night,1
banner,finance,creative_6,tablet,iOS_15,UK,de,app_35,Wed,afternoon,0
video,finance,creative_16,smartphone,Android_12,US,ja,app_10,Thu,afternoon,1
interstitial,finance,creative_16,tablet,Android_13,BR,hi,app_45,Fri,night,0
banner,food,creative_9,smartphone,iOS_14,JP,zh,app_41,Wed,afternoon,0
banner,shopping,creative_14,smartphone,Android_11,BR,en,app_43,Sun,evening,0
video,food,creative_3,tablet,iOS_16,UK,pt,app_6,Mon,night,1
interstitial,travel,creative_12,smartphone,iOS_14,JP,en,app_12,Sun,morning,0
video,shopping,creative_10,tablet,Android_12,BR,hi,app_12,Sat,night,1
video,travel,creative_10,smartphone,Android_13,CN,en,app_7,Fri,night,0
video,food,creative_19,tablet,Android_13,US,zh,app_40,Tue,evening,1
video,shopping,creative_1,smartphone,iOS_15,JP,en,app_25,Mon,night,0
video,entertainment,creative_17,smartphone,iOS_14,UK,es,app_18,Fri,morning,0
interstitial,food,creative_11,smartphone,iOS_15,CN,zh,app_10,Mon,morning,0
interstitial,food,creative_9,smartphone,iOS_14,CN,ja,app_4,Wed,evening,0
banner,gaming,creative_14,tablet,iOS_14,BR,fr,app_13,Wed,night,1
interstitial,food,creative_7,smartphone,iOS_14,BR,pt,app_14,Thu,morning,0
banner,entertainment,creative_9,smartphone,Android_11,CN,hi,app_11,Fri,afternoon,0
banner,travel,creative_9,tablet,iOS_14,CN,hi,app_5,Sat,night,0
video,finance,creative_18,tablet,Android_13,CN,ja,app_39,Sun,morning,1
interstitial,finance,creative_2,smartphone,Android_13,IN,de,app_32,Tue,night,0
video,gaming,creative_7,smartphone,iOS_14,UK,hi,app_49,Mon,afternoon,1
video,shopping,creative_17,smartphone,iOS_15,DE,pt,app_36,Sun,night,1
banner,gaming,creative_5,smartphone,iOS_16,BR,en,app_10,Fri,morning,0
interstitial,shopping,creative_13,tablet,iOS_16,DE,hi,app_50,Tue,evening,1
video,food,creative_18,tablet,iOS_14,FR,en,app_26,Wed,afternoon,0
interstitial,entertainment,creative_20,tablet,Android_11,JP,pt,app_20,Tue,evening,0
banner,shopping,creative_13,smartphone,Android_11,US,ja,app_19,Mon,afternoon,0
interstitial,entertainment,creative_8,smartphone,Android_11,CN,ja,app_23,Fri,afternoon,0
video,entertainment,creative_4,smartphone,iOS_15,UK,hi,app_45,Sat,afternoon,1
video,gaming,creative_5,tablet,iOS_16,BR,de,app_22,Wed,morning,0
interstitial,food,creative_7,tablet,Android_12,FR,zh,app_34,Sun,afternoon,0
video,shopping,creative_5,tablet,iOS_14,US,ja,app_11,Thu,night,0
interstitial,entertainment,creative_4,tablet,iOS_16,IN,zh,app_40,Sun,afternoon,0
video,shopping,creative_6,smartphone,Android_13,CN,zh,app_46,Fri,evening,1
interstitial,gaming,creative_10,tablet,Android_13,DE,es,app_9,Sat,evening,0
interstitial,shopping,creative_10,smartphone,iOS_14,FR,es,app_4,Thu,evening,1
interstitial,entertainment,creative_9,tablet,Android_11,CN,es,app_17,Tue,night,0
interstitial,shopping,creative_7,smartphone,iOS_16,CN,zh,app_37,Sun,afternoon,0
interstitial,shopping,creative_15,smartphone,Android_11,UK,zh,app_37,Thu,evening,0
video,finance,creative_19,smartphone,iOS_14,FR,ja,app_21,Mon,evening,0
banner,travel,creative_14,tablet,Android_13,BR,de,app_11,Sun,evening,0
interstitial,shopping,creative_16,smartphone,iOS_14,US,fr,app_27,Thu,evening,0
interstitial,travel,creative_14,smartphone,Android_13,IN,fr,app_24,Sat,night,0
banner,shopping,creative_6,tablet,Android_11,IN,en,app_43,Mon,night,0
banner,food,creative_9,smartphone,Android_12,IN,hi,app_23,Thu,morning,1
banner,gaming,creative_3,tablet,iOS_15,US,hi,app_8,Mon,evening,1
interstitial,gaming,creative_16,tablet,Android_13,DE,ja,app_23,Fri,morning,1
interstitial,food,creative_1,smartphone,Android_11,IN,en,app_47,Fri,night,1
video,travel,creative_8,smartphone,Android_12,IN,zh,app_18,Thu,night,0
interstitial,food,creative_10,smartphone,iOS_15,BR,hi,app_15,Wed,night,0
video,gaming,creative_2,smartphone,iOS_16,DE,zh,app_15,Tue,evening,1
video,food,creative_14,tablet,iOS_16,IN,es,app_18,Wed,night,0
video,entertainment,creative_3,tablet,iOS_15,BR,pt,app_32,Fri,morning,0
banner,finance,creative_17,tablet,iOS_15,CN,en,app_20,Mon,morning,0
banner,gaming,creative_17,smartphone,Android_12,FR,zh,app_29,Sun,afternoon,0
video,travel,creative_8,tablet,Android_11,BR,zh,app_20,Wed,afternoon,0
interstitial,shopping,creative_14,smartphone,iOS_16,JP,es,app_36,Tue,evening,1
interstitial,travel,creative_11,tablet,iOS_16,BR,hi,app_1,Wed,night,0
banner,entertainment,creative_5,tablet,Android_12,FR,es,app_2,Sat,night,0
video,travel,creative_4,tablet,Android_12,JP,de,app_44,Wed,evening,1
video,gaming,creative_7,smartphone,iOS_14,BR,pt,app_27,Fri,morning,0
banner,entertainment,creative_11,smartphone,iOS_15,US,zh,app_25,Tue,night,1
interstitial,travel,creative_14,smartphone,iOS_16,BR,es,app_21,Sun,morning,0
video,travel,creative_19,tablet,Android_12,UK,ja,app_40,Thu,evening,1
video,food,creative_16,smartphone,iOS_16,CN,ja,app_34,Wed,night,1
video,travel,creative_4,smartphone,Android_13,US,es,app_50,Sun,afternoon,0
banner,shopping,creative_10,smartphone,Android_12,BR,pt,app_16,Sat,afternoon,0
video,food,creative_2,smartphone,Android_13,JP,fr,app_28,Fri,afternoon,1
video,entertainment,creative_19,tablet,iOS_14,DE,en,app_20,Sat,morning,0
video,gaming,creative_4,smartphone,iOS_15,UK,pt,app_49,Tue,night,1
video,entertainment,creative_7,smartphone,iOS_15,FR,pt,app_34,Sat,evening,1
interstitial,entertainment,creative_17,tablet,iOS_15,DE,fr,app_6,Sat,afternoon,0
banner,gaming,creative_11,smartphone,iOS_16,UK,hi,app_26,Mon,morning,1
interstitial,shopping,creative_11,smartphone,iOS_14,US,es,app_48,Thu,night,0
video,gaming,creative_6,smartphone,iOS_14,BR,ja,app_5,Fri,afternoon,1
video,gaming,creative_18,tablet,iOS_16,JP,de,app_44,Fri,evening,1
banner,shopping,creative_15,smartphone,iOS_14,IN,ja,app_20,Fri,morning,0
banner,travel,creative_16,smartphone,iOS_16,IN,en,app_1,Sat,afternoon,0
banner,food,creative_14,smartphone,iOS_15,US,fr,app_44,Sat,night,1
video,finance,creative_2,smartphone,Android_11,DE,de,app_32,Sat,afternoon,1
banner,shopping,creative_3,smartphone,iOS_15,IN,fr,app_17,Sun,evening,1
interstitial,gaming,creative_19,tablet,iOS_14,FR,fr,app_44,Sun,evening,0
interstitial,finance,creative_11,tablet,Android_13,UK,es,app_42,Fri,afternoon,0
interstitial,travel,creative_15,tablet,iOS_15,CN,en,app_16,Thu,morning,0
interstitial,travel,creative_3,tablet,Android_12,JP,pt,app_42,Fri,evening,1
banner,food,creative_16,smartphone,Android_11,UK,zh,app_15,Sat,afternoon,0
banner,finance,creative_13,tablet,iOS_15,US,ja,app_17,Sat,afternoon,1
banner,finance,creative_6,tablet,Android_13,IN,en,app_33,Sat,night,1
banner,gaming,creative_12,tablet,iOS_16,BR,de,app_41,Thu,afternoon,1
interstitial,food,creative_16,tablet,iOS_16,IN,zh,app_2,Tue,night,0
banner,finance,creative_9,smartphone,Android_13,DE,de,app_39,Sat,evening,1
interstitial,food,creative_3,tablet,Android_11,JP,hi,app_33,Thu,morning,1
video,travel,creative_9,smartphone,Android_11,CN,hi,app_44,Sun,morning,0
banner,finance,creative_16,smartphone,Android_13,IN,ja,app_40,Fri,morning,0
video,shopping,creative_14,smartphone,iOS_15,FR,pt,app_3,Fri,afternoon,0
video,entertainment,creative_6,smartphone,iOS_16,FR,zh,app_40,Thu,morning,0
banner,travel,creative_14,smartphone,iOS_16,FR,es,app_46,Mon,afternoon,0
interstitial,gaming,creative_13,smartphone,Android_12,DE,pt,app_46,Fri,afternoon,1
video,travel,creative_7,tablet,Android_13,JP,en,app_11,Thu,evening,1
banner,gaming,creative_13,smartphone,iOS_15,DE,zh,app_28,Mon,morning,0
video,travel,creative_13,tablet,iOS_14,BR,de,app_41,Tue,afternoon,1
banner,entertainment,creative_10,smartphone,Android_12,FR,zh,app_24,Tue,morning,0
video,food,creative_15,smartphone,iOS_14,UK,fr,app_43,Sun,afternoon,1
banner,entertainment,creative_5,tablet,iOS_14,UK,en,app_11,Mon,afternoon,0
interstitial,gaming,creative_17,tablet,iOS_15,CN,es,app_23,Sun,evening,1
interstitial,shopping,creative_5,tablet,iOS_14,IN,es,app_22,Mon,morning,0
banner,gaming,creative_15,smartphone,iOS_16,IN,en,app_23,Fri,afternoon,1
interstitial,gaming,creative_8,smartphone,Android_11,FR,en,app_3,Wed,morning,1
banner,finance,creative_5,tablet,iOS_15,IN,pt,app_28,Wed,afternoon,0
interstitial,finance,creative_7,smartphone,Android_12,DE,en,app_47,Mon,evening,0
video,gaming,creative_1,smartphone,Android_12,US,es,app_19,Sat,afternoon,1
interstitial,finance,creative_18,smartphone,Android_13,CN,pt,app_50,Wed,afternoon,0
video,finance,creative_6,smartphone,Android_13,FR,de,app_7,Tue,night,0
interstitial,food,creative_6,tablet,iOS_14,IN,es,app_49,Wed,night,0
interstitial,food,creative_19,tablet,iOS_15,CN,de,app_18,Mon,morning,0
video,gaming,creative_13,tablet,iOS_15,US,hi,app_13,Mon,night,1
interstitial,food,creative_16,smartphone,Android_11,FR,fr,app_2,Tue,afternoon,0
banner,shopping,creative_12,tablet,Android_12,CN,fr,app_8,Wed,evening,0
video,gaming,creative_3,smartphone,Android_11,US,ja,app_11,Thu,morning,0
banner,entertainment,creative_9,smartphone,iOS_16,CN,de,app_25,Tue,night,0
banner,food,creative_17,smartphone,iOS_15,US,es,app_46,Wed,morning,0
interstitial,finance,creative_11,smartphone,Android_13,US,de,app_6,Sun,afternoon,0
interstitial,finance,creative_6,tablet,iOS_14,BR,en,app_39,Tue,evening,1
interstitial,finance,creative_5,smartphone,iOS_16,DE,de,app_20,Sun,evening,1
interstitial,entertainment,creative_12,smartphone,Android_12,DE,fr,app_5,Tue,evening,0
video,shopping,creative_16,smartphone,Android_11,BR,de,app_26,Fri,evening,0
video,travel,creative_2,smartphone,iOS_14,DE,en,app_26,Sun,evening,1
video,gaming,creative_13,tablet,iOS_15,BR,de,app_13,Tue,night,1
video,gaming,creative_17,smartphone,iOS_15,UK,pt,app_21,Fri,evening,1
interstitial,travel,creative_2,smartphone,Android_11,DE,hi,app_35,Tue,morning,0
banner,finance,creative_2,smartphone,Android_13,DE,zh,app_21,Sat,morning,0
video,gaming,creative_15,tablet,iOS_15,DE,de,app_28,Sun,night,1
interstitial,shopping,creative_16,tablet,Android_13,BR,pt,app_24,Wed,evening,0
banner,food,creative_18,tablet,iOS_16,UK,es,app_43,Thu,evening,1
video,finance,creative_5,tablet,iOS_14,UK,es,app_10,Tue,afternoon,1
interstitial,food,creative_9,tablet,Android_12,DE,pt,app_20,Sun,morning,1
video,gaming,creative_18,tablet,iOS_15,JP,zh,app_34,Mon,afternoon,0
banner,food,creative_9,tablet,iOS_14,BR,zh,app_9,Fri,evening,0
interstitial,travel,creative_9,tablet,Android_13,DE,pt,app_20,Sun,morning,0
interstitial,food,creative_17,smartphone,iOS_15,UK,ja,app_27,Fri,night,1
interstitial,finance,creative_16,smartphone,Android_11,JP,fr,app_46,Fri,morning,0
banner,entertainment,creative_8,tablet,iOS_15,US,ja,app_18,Tue,morning,0
video,shopping,creative_5,smartphone,Android_12,JP,pt,app_18,Mon,morning,0
interstitial,shopping,creative_17,smartphone,iOS_14,BR,fr,app_42,Tue,night,1
interstitial,entertainment,creative_12,tablet,iOS_16,US,es,app_40,Sat,afternoon,0
video,finance,creative_4,tablet,iOS_14,FR,fr,app_41,Sat,night,1
banner,entertainment,creative_9,tablet,Android_12,IN,fr,app_41,Mon,evening,0
video,entertainment,creative_3,smartphone,iOS_15,CN,es,app_43,Thu,afternoon,0
banner,finance,creative_19,tablet,iOS_14,CN,hi,app_35,Thu,evening,1
banner,entertainment,creative_11,tablet,Android_13,IN,de,app_4,Fri,afternoon,0
video,entertainment,creative_11,tablet,Android_11,UK,es,app_1,Sat,afternoon,0
banner,entertainment,creative_20,smartphone,iOS_16,BR,hi,app_36,Mon,afternoon,0
interstitial,travel,creative_5,smartphone,Android_13,CN,fr,app_9,Mon,afternoon,1
video,gaming,creative_5,smartphone,iOS_16,US,ja,app_10,Wed,night,1
banner,shopping,creative_14,smartphone,iOS_16,BR,zh,app_5,Sat,morning,0
banner,travel,creative_15,tablet,Android_11,JP,de,app_48,Wed,morning,0
interstitial,shopping,creative_18,tablet,iOS_16,IN,ja,app_13,Thu,night,0
video,travel,creative_4,smartphone,Android_12,CN,en,app_34,Tue,evening,0
banner,shopping,creative_1,smartphone,Android_11,US,hi,app_26,Mon,evening,1
interstitial,food,creative_18,smartphone,iOS_15,JP,fr,app_39,Mon,night,1
interstitial,gaming,creative_6,smartphone,Android_12,US,fr,app_8,Thu,evening,1
interstitial,finance,creative_19,smartphone,Android_11,UK,zh,app_17,Fri,morning,1
video,entertainment,creative_6,smartphone,iOS_16,IN,zh,app_50,Thu,night,1
banner,food,creative_12,smartphone,iOS_16,IN,ja,app_43,Mon,morning,0
banner,shopping,creative_12,smartphone,Android_12,BR,ja,app_34,Sun,morning,0
interstitial,gaming,creative_9,smartphone,Android_13,CN,hi,app_14,Mon,night,0
banner,food,creative_7,tablet,iOS_16,JP,hi,app_8,Fri,morning,0
video,entertainment,creative_14,smartphone,Android_12,DE,de,app_2,Sat,night,1
interstitial,entertainment,creative_6,smartphone,Android_13,JP,en,app_11,Fri,afternoon,0
video,entertainment,creative_16,tablet,Android_13,DE,es,app_7,Sat,night,1
banner,gaming,creative_6,smartphone,iOS_16,JP,ja,app_3,Mon,evening,1
interstitial,food,creative_3,smartphone,iOS_14,BR,pt,app_47,Thu,morning,0
interstitial,entertainment,creative_16,tablet,Android_11,FR,ja,app_19,Sun,evening,0
interstitial,food,creative_10,tablet,Android_12,UK,es,app_8,Fri,evening,0
interstitial,shopping,creative_11,smartphone,Android_12,BR,ja,app_48,Fri,evening,0
interstitial,finance,creative_2,tablet,iOS_16,CN,en,app_32,Sat,evening,0
video,food,creative_13,tablet,iOS_16,FR,es,app_45,Wed,evening,1
interstitial,shopping,creative_12,smartphone,iOS_14,CN,es,app_6,Fri,afternoon,0
banner,travel,creative_16,tablet,Android_11,FR,ja,app_25,Thu,evening,1
interstitial,gaming,creative_16,tablet,Android_11,JP,de,app_48,Thu,afternoon,1
video,gaming,creative_12,smartphone,Android_11,UK,hi,app_29,Sun,morning,1
video,travel,creative_18,tablet,Android_12,IN,es,app_26,Sun,night,0
interstitial,gaming,creative_5,smartphone,iOS_16,DE,en,app_18,Sat,afternoon,0
video,shopping,creative_9,tablet,Android_11,UK,de,app_37,Thu,evening,1
video,gaming,creative_20,tablet,Android_12,BR,ja,app_50,Fri,morning,0
interstitial,food,creative_17,tablet,iOS_16,BR,zh,app_2,Fri,afternoon,0
interstitial,finance,creative_8,smartphone,iOS_16,DE,en,app_35,Fri,night,0
interstitial,entertainment,creative_7,tablet,iOS_14,UK,hi,app_22,Tue,morning,0
video,travel,creative_8,smartphone,Android_11,IN,de,app_28,Mon,night,1
interstitial,finance,creative_9,tablet,iOS_15,JP,en,app_38,Sun,morning,0
banner,finance,creative_14,tablet,Android_12,FR,es,app_4,Wed,afternoon,0
banner,food,creative_13,smartphone,Android_11,BR,hi,app_48,Wed,night,0
video,food,creative_3,smartphone,iOS_14,JP,pt,app_32,Wed,afternoon,0
video,travel,creative_11,smartphone,iOS_14,BR,de,app_1,Mon,night,1
video,travel,creative_5,smartphone,Android_12,JP,fr,app_7,Wed,night,1
banner,travel,creative_10,tablet,Android_13,FR,ja,app_5,Thu,afternoon,0
video,travel,creative_6,tablet,iOS_16,DE,hi,app_36,Mon,night,0
banner,gaming,creative_7,tablet,iOS_16,IN,zh,app_20,Wed,morning,0
banner,finance,creative_1,smartphone,Android_12,FR,pt,app_10,Sun,night,1
banner,entertainment,creative_5,smartphone,iOS_16,UK,es,app_36,Sun,evening,1
banner,entertainment,creative_16,smartphone,Android_11,CN,es,app_47,Thu,evening,1
banner,entertainment,creative_6,smartphone,Android_13,IN,en,app_13,Mon,afternoon,0
interstitial,travel,creative_17,smartphone,Android_13,IN,fr,app_14,Fri,morning,0
video,finance,creative_13,tablet,iOS_16,BR,pt,app_35,Wed,morning,0
video,travel,creative_1,tablet,iOS_15,DE,de,app_4,Sun,afternoon,0
banner,food,creative_16,tablet,iOS_16,BR,en,app_20,Wed,morning,0
video,shopping,creative_2,tablet,Android_12,DE,de,app_3,Thu,evening,0
banner,gaming,creative_14,smartphone,Android_13,JP,pt,app_18,Sun,afternoon,1
banner,food,creative_19,tablet,Android_13,IN,es,app_32,Fri,night,0
video,finance,creative_12,tablet,Android_12,FR,en,app_39,Sat,evening,1
banner,travel,creative_6,smartphone,Android_11,US,en,app_18,Sat,evening,0
video,finance,creative_3,tablet,iOS_16,US,hi,app_41,Tue,night,1
interstitial,finance,creative_10,smartphone,iOS_16,IN,pt,app_28,Sat,night,0
interstitial,finance,creative_10,tablet,iOS_15,US,fr,app_27,Thu,night,1
banner,travel,creative_10,smartphone,iOS_15,CN,hi,app_30,Sun,morning,0
video,food,creative_4,tablet,Android_12,CN,de,app_40,Sun,evening,0
interstitial,gaming,creative_16,tablet,iOS_15,BR,fr,app_28,Sun,night,0
video,gaming,creative_14,tablet,iOS_16,DE,zh,app_28,Tue,afternoon,1
banner,shopping,creative_6,smartphone,iOS_14,JP,ja,app_35,Mon,night,0
banner,entertainment,creative_10,smartphone,Android_11,FR,de,app_36,Sat,morning,0
interstitial,food,creative_6,smartphone,iOS_14,UK,en,app_48,Mon,morning,0
video,food,creative_15,tablet,iOS_16,DE,en,app_46,Thu,afternoon,1
video,travel,creative_20,smartphone,iOS_15,IN,es,app_3,Tue,afternoon,0
video,shopping,creative_12,smartphone,iOS_16,JP,pt,app_13,Sun,evening,0
banner,food,creative_16,tablet,iOS_14,UK,zh,app_28,Mon,morning,0
banner,gaming,creative_2,tablet,Android_13,UK,de,app_20,Mon,evening,1
interstitial,gaming,creative_19,tablet,iOS_14,BR,es,app_38,Wed,afternoon,1
banner,finance,creative_13,smartphone,iOS_16,CN,ja,app_41,Mon,morning,0
video,food,creative_8,smartphone,Android_12,BR,pt,app_8,Fri,morning,1
